ID,Webová stránka,Pôvodný názov firmy,Skrátený názov,Meno Decision Makera,Priezvisko/Oslovenie (variable),AI Pochvala (Icebreaker),Poznámka pre kontrolu
2f931b0b-7298-4545-b066-6a34b7653a75,https://www.slovakiaservice.sk/,"SLOVAKIA SERVICE, s.r.o. – Autoservis Levice","Slovakia Service","Jakub","","Naozaj ma zaujalo, že ste od roku 2019 získali stovky dlhodobo spokojných zákazníkov – v dnešnej dobe je takáto lojalita a dôvera zákazníkov naozaj cenná.","Decision maker 'Jakub' identified from email address (jakub@slovakiaservice.sk), but no last name or specific title (Owner/CEO/Founder) is explicitly stated on the website."
c1b63733-31c8-4477-aa93-19f227917656,https://www.tire.sk/predajne/bestdrive-levice-kasarenska-ul-8/,"BestDrive Levice, Kasárenská ul.8","BestDrive Levice","Ing. Katarína Balážová"," pani Balážová","Naozaj ma zaujalo, že v BestDrive Levice ponúkate tak široký výber kvalitných pneuservisných a autoservisných služieb, vrátane možnosti objednať sa online – v dnešnej dobe je takýto komplexný a moderný prístup k zákazníkovi naozaj cenný.","Ing. Katarína Balážová je uvedená s telefónnym číslom na začiatku stránky, zatiaľ čo Jaroslav Daniš je explicitne 'Vedúci servisu'. Balážová sa javí ako všeobecnejší kontakt, prípadne na vyššej pozícii alebo zodpovedná za online prezentáciu, preto bola vybraná ako primárny rozhodovací činiteľ."
ba4a4570-ec7d-423a-8588-29d43546c8d8,https://www.autolinelv.sk/,"Autoline Levice: Úvod","Autoline Levice","","","Naozaj ma zaujalo, že ponúkate tak komplexné služby pre motoristov, od servisu cez umývanie až po kaviareň – v dnešnej dobe je takáto komplexnosť a orientácia na zákaznícky komfort naozaj cenná.","Decision maker's name not found on the provided website content."
7007f33d-fb57-429a-aea0-46f665a2f75f,https://bsautoservis.sk/,"Autoservis Levice - Za nadjazdom - BS Autoservis Levice","BS Autoservis","","","Naozaj ma zaujalo, že všetky služby poskytujete transparentne s jasnou cenou a priamou komunikáciou so zákazníkom – v dnešnej dobe je takýto prístup k zákazníkovi naozaj cenný.","No specific decision maker (owner, CEO, founder) could be identified on the provided website content. The compliment is directed at the company's practices."
725a4563-ff18-45bd-9367-fe2c02edfc6e,https://www.zlatestranky.sk/firmy/Kom%C3%A1rno/q_autoservis/1/,"Autoservis Komárno","A&V Autoservis","","","Naozaj ma zaujalo, že A&V Autoservis je etablovaným poskytovateľom autoservisných služieb v Komárne – v dnešnej dobe je nájsť spoľahlivého partnera pre starostlivosť o vozidlo naozaj cenné.","Decision maker's name (Owner/CEO/Founder) is not explicitly listed on the provided Zlaté stránky profile for A&V Autoservis."
fa7f7359-0721-4f3f-b67e-04d4ce2135da,https://ahojkomarno.sk/eurofix-rozsiruje-svoje-sluzby-osobne-auta-teraz-v-dobrych-rukach-aj-v-komarne/,"EUROFIX rozširuje svoje služby – osobné autá teraz v dobrých rukách ...","EUROFIX","","","Naozaj ma zaujalo, že každého zákazníka vnímate ako partnera, ktorého bezpečnosť a spokojnosť sú na prvom mieste – v dnešnej dobe je takýto zákaznícky orientovaný prístup skutočne cenný.","Decision maker's name is not mentioned in the provided website content."
2d9e84b2-09a3-4a7f-b5c1-ace6c4f5745c,https://www.autonorkn.com/,"Autoservis Komárno | Autonorkn.com, AUTONOR s.r.o. | Slovensko","Autonor","","","Naozaj ma zaujalo, že vždy odovzdávate len vopred odskúšané vozidlo a informujete zákazníkov o stave opravy – v dnešnej dobe je taká transparentnosť a dôvera mimoriadne cenná.","No specific decision maker (owner, CEO, founder) could be identified on the website content provided."
80bebf6a-b40c-425d-be10-c38582c49595,https://www.pxptrade.sk/,"Autoservis, pneuservis a autosúčiastky.","PXP Trade","","","Naozaj ma zaujalo, že aktívne odporúčate kratšie intervaly výmeny motorového oleja pre dlhšiu životnosť motora, namiesto predĺžených 30-tisícových intervalov – v dnešnej dobe je takýto proaktívny a zodpovedný prístup k dlhodobej starostlivosti o vozidlá mimoriadne cenný.","No specific decision maker (owner, CEO, founder) name found on the website. The company PXP Trade, s.r.o. operates as a BestDrive partner."
1a6c50d5-22e7-46b4-b533-4e731046e4f6,https://www.danzon.sk/,"Autocentrum Danzon - Nové Zámky","Danzon","","","Naozaj ma zaujalo, že v Autocentre Danzon pôsobíte s tradíciou už od roku 1997 – v dnešnej dobe je takáto dlhoročná história skutočným dôkazom kvality a spoľahlivosti.","No specific decision maker (owner, CEO, founder) could be identified from the provided website content."
f428f157-78d1-4c73-a9fa-4d8be6d4d59c,https://carway.sk/,"Autoservis a Pneuservis Nové Zámky","Carway","","","Naozaj ma zaujalo, že prevádzkujete najväčší pneu hotel v Nových Zámkoch s kapacitou 3000 ks – v dnešnej dobe je takýto dôraz na komplexnosť a pohodlie pre zákazníka skutočne cenný.","No specific decision maker (owner, CEO, founder) identified on the website content provided."
612da549-a462-4033-a3d5-a6f50549ae11,https://goldauto.sk/autoservis-pneuservis/,"Autoservis a pneuservis Gold Auto Michalovce","Gold Auto","","","Naozaj ma zaujalo, že zákazníci môžu osobne sledovať opravu svojho vozidla v bezpečnej vzdialenosti – v dnešnej dobe je takáto transparentnosť a dôvera mimoriadne cenná.","No specific owner, CEO, or founder's name found on the website. The legal entity is SONER s.r.o."
52c0a92b-5b8f-44a8-bf4d-1dc2fce50de6,https://www.autoservismichalovce.sk/,"BP AUTO Michalovce | Autoservis, pneuservis, predajňa olejov","BP AUTO","","","Naozaj ma zaujalo, že ponúkate najväčší výber olejov v regióne – v dnešnej dobe je takáto špecializácia a komplexnosť ponuky pre zákazníkov naozaj cenná.","Decision maker's name not found on the website content provided."
507d9b8e-8c47-4946-8aa1-b418d80483d2,https://www.s-autoservis.sk/pobocka/michalovce/,"Archívy Michalovce","S-Autoservis","","","Naozaj ma zaujalo, že ponúkate NON-STOP Mobil Servis a takú širokú škálu služieb – v dnešnej dobe je takýto komplexný a nepretržitý zákaznícky servis obzvlášť cenný.","No specific decision maker (Owner, CEO, Founder) found on the provided website content."
883e8c9b-9d3f-4103-9c38-bd3af90d51ab,https://autopartnermi.sk/,"Autodiely a autoservis Michalovce | Autopartner","Autopartner","","","Naozaj ma zaujalo, že ponúkate špičkovú diagnostiku TEXA a kalibráciu ADAS systémov – v dnešnej dobe je takáto technologická vyspelosť a precíznosť pre bezpečnosť a spoľahlivosť moderných vozidiel naozaj kľúčová.","Decision maker's name not found on the provided website content."
96b5a1e3-a1b6-4f23-bccb-f961c8e56124,http://www.autokodus.sk/,"Autoservis - AUTOKODUS s.r.o., Zvolen - autorizovaný BOSCH car ...","Autokodus","","","Naozaj ma zaujalo, že ste súčasťou celosvetovej siete partnerských autoservisov Bosch Car Service a spĺňate prísne technické a personálne predpoklady – v dnešnej dobe je to skutočne znakom kvality a spoľahlivosti.","Decision maker's name (Owner, CEO, Founder) was not found on the provided website content."
41aba493-83f1-4e4a-aece-64a2b9a861ad,https://www.lso.sk/kontakt/,"Autoservis LSO Zvolen kontakt","L.S.O. Autoservis","","","Naozaj ma zaujalo, že máte na stránke veľmi prehľadné informácie o otváracích hodinách a kontaktoch – v dnešnej dobe je to pre zákazníka skutočne cenné.","Decision maker's name not found on the provided website pages."
e00eee00-0478-4163-8035-bae11f14b61b,https://www.autoserviszvolen.sk/,"AutoservisZvolen.sk - U nás vozidlo neparkujete ale servisujete","AutoservisZvolen","","","Naozaj ma zaujalo, že v Autoservise Zvolen ponúkate zákazníkom bezplatnú dopravu domov/do práce alebo náhradné vozidlo počas servisu – v dnešnej dobe je takáto starostlivosť o zákazníka skutočne výnimočná.","No specific decision maker (owner, CEO, founder) could be identified on the provided website content."
c5814d6e-e7b3-4d20-b378-22126ad34a11,https://servislukus.sk/,"Autoservis Lukuš: Autoservis Poprad","Lukuš",""," pán Lukuš","Naozaj ma zaujalo, že okrem komplexného autoservisu ponúkate aj úpravy a výrobu áut pre motoršport – v dnešnej dobe je takáto špecializácia a vášeň pre autá naozaj výnimočná.","The website refers to 'p. Lukuša' and 'majiteľa' but does not provide a full first name for the decision maker."
772468c3-cffe-4744-8467-74b97c11b7de,https://www.autoservispp.sk/,"MKM Invest – Autoservis Poprad","MKM Invest","","","Naozaj ma zaujalo, že vaša cesta v autoservise začala už v roku 1995 a odvtedy neustále rozširujete svoje možnosti a kapacity – v dnešnej dobe je takáto dlhodobá vízia a rast skutočne obdivuhodné.","Decision maker's name not found on the website content provided."
c4420697-ec53-4671-aed3-9b89f9ecfa7f,https://www.prvytrencianskyautoservis.sk/,"PRVÝ TRENČIANSKY AUTOSERVIS","Prvý Trenčiansky Autoservis","","","Naozaj ma zaujalo, že sa venujete predaju jazdených vozidiel – v dnešnej dobe je spoľahlivosť a transparentnosť kľúčová.","Decision maker's name and gender could not be identified from the provided website content."
adfa8b4a-c38d-48b1-9855-1d0005a8d33b,http://www.autoservishavran.sk/,"Autoservis HAVRAN - opravy a servis vozidiel - pneuservis Trenčín","Autoservis HAVRAN","","","Naozaj ma zaujalo, že Autoservis HAVRAN kladie dôraz na profesionálne opravy a servis vozidiel – v dnešnej dobe je takýto prístup k službám skutočne cenný.","No decision maker (owner, CEO, founder) name found on the website content provided."
4da4c061-90bf-4dc4-bafc-ab6d765bf000,https://www.autodielnasihot.sk/,"Domov | Autoservis pneuservis klimatizácia Trenčín | Autodielňa ...","Autodielňa Sihoť","","","Naozaj ma zaujalo, že si zakladáte na individuálnom a zodpovednom prístupe ku každému zákazníkovi a zároveň garantujete férové a transparentné ceny – v dnešnej dobe je takáto kombinácia dôveryhodnosti a zamerania na klienta mimoriadne cenná.","No specific decision maker (Owner, CEO, Founder) name was found on the provided website content."
c160700d-c283-488b-b7ea-8f9d913a0cd0,http://www.jmauto.sk/kontakt/,"Kontakt - JM AUTO","JM Auto","","","Naozaj ma zaujalo, že máte nový web – v dnešnej dobe je dôležité mať modernú prezentáciu a uľahčiť zákazníkom prístup k informáciám.","No specific decision maker (Owner, CEO, Founder) or management name found on the provided contact page."
5b2e2130-413d-41ac-a248-5a264235a062,https://www.mikona.sk/predajne/mikona-martin-priekopska-32/?srsltid=AfmBOoqqMHaYV62QoabnvpSXhIEAkdWabJ-V5aa8G3RwuYDJ8BCNWdbP,"MIKONA Martin, Priekopská 32","Mikona Martin","Rudolf Bordáš"," pán Bordáš","Naozaj ma zaujalo, že Mikona Martin má tradíciu pneuservisu už od roku 1992 – v dnešnej dobe je takáto dlhoročná stabilita a skúsenosti naozaj cenné.","Rudolf Bordáš je vedúci servisu pre pobočku Martin, nie je jasné, či je to majiteľ/CEO celej siete Mikona."
f35e72d3-2898-441d-b1d4-e09bd5d5d136,https://www.autodrift.sk/,"Home - certifikovaný autoservis, autopožičovňa, autosúčiastky ...","Autodrift","","","Naozaj ma zaujalo, že ste na trhu už od roku 1995 a ponúkate tak komplexné služby 'všetko pod jednou strechou' – v dnešnej dobe je takáto dlhoročná skúsenosť a pohodlie pre zákazníka naozaj pridaná hodnota.","No specific decision maker (Owner, CEO, Founder) found on the provided website content."
bb22efc0-c5eb-440e-8455-933bb4f251e3,https://autotestsro.sk/,"Autotest s.r.o. - Autoservis, emisné kontroly Prešov","Autotest","","","Naozaj ma zaujalo, že Autotest s.r.o. sa už 26 rokov úspešne venuje autoservisu a emisným kontrolám – v dnešnej dobe je takáto dlhoročná stabilita a dôvera zákazníkov naozaj obdivuhodná.","No specific decision maker (Owner, CEO, Founder) identified in the provided content."
811143e7-9e10-44f9-886d-aaa8d12f9ba2,https://www.jafaservis.sk/,"JAFA: VÁŠ AUTOSERVIS A PNEUSERVIS V PREŠOVE","JAFA","","","Naozaj ma zaujalo, že v JAFA servise poskytujete komplexné servisné služby na jednom mieste – v dnešnej dobe je to pre zákazníkov veľmi cenné a praktické.","Decision maker's name not found on the website content provided."
c997df57-ef86-4c04-97b6-5f0e692b053e,http://www.eso-autoservis.sk/,"ESO Autoservis","ESO Autoservis","","","Naozaj ma zaujalo, že ponúkate „šťastnú kartu pre Vaše auto“ – v dnešnej dobe je takýto proklientsky prístup a snaha o nadštandardnú starostlivosť naozaj cenná.","Decision maker's name (Owner/CEO/Founder) could not be found on the provided website content. Only the invoicing company name (A T SERVIS, spol. s r.o.) is listed without individual names."
d6f3f5c2-61f2-48cb-ab3c-2f144f5cd161,http://www.kosickypneuservis.sk/,"Košický Pneuservis","Košický Pneuservis","","","Naozaj ma zaujalo, že poskytujete pneuservis služby – v dnešnej dobe je spoľahlivá údržba vozidiel kľúčová.","No website content was provided beyond the URL. Therefore, specific business facts and decision maker information could not be extracted. The icebreaker is a generic compliment based on the company name and industry."
0574c3a9-a5da-4ddb-9650-c844eb1ee4e9,https://tserviske.sk/,"T Servis (Autoservis) (Pneuservis)","T-Servis","","","Naozaj ma zaujalo, že sa môžete pochváliť viac ako 13 000 opravenými autami a 3 700 spokojnými zákazníkmi – v dnešnej dobe je to skutočne silný dôkaz vašej kvality a dôveryhodnosti.","No specific name for a decision maker (Owner, CEO, Director) was found on the website. Only roles like 'Prevádzkový riaditeľ' and 'Vedúci servisu' are mentioned without associated names."
d6843eee-47e9-440e-8b41-fe7b639fecc8,https://www.autoservis-remi.sk/,"AUTOREMI - autoservis a pneuservis","Autoremi","","","Naozaj ma zaujalo, že ste si už od roku 2014 vybudovali povesť poctivého a odborného servisu, na ktorý sa zákazníci môžu vždy spoľahnúť – v dnešnej dobe je takáto dôvera a dlhoročná tradícia mimoriadne cenná.","Decision maker's name (owner/CEO/founder) not found on the provided website content."
31a7ea42-3a31-496f-a9e3-8008ebc81bc0,https://www.peritos.sk/,"PERITOS, s.r.o.","Peritos","","","Naozaj ma zaujalo, že v Peritos ponúkate tak komplexné služby 'všetko na jednom mieste' – od autoservisu a pneuservisu až po odťahovú službu a prepravu strojov – v dnešnej dobe je takáto všestrannosť pre motoristov naozaj neoceniteľná.","Decision maker's name (owner, CEO, founder) not found on the provided website content. Only company details are available."
f9e2f657-ebd4-4092-a825-f4061a1df958,https://autoservis-bratislava.sk/,"AUTOSERVIS - PNEUSERVIS - Crash Car Service","Crash Car Lamač","","","Naozaj ma zaujalo, že máte viac ako 15 rokov skúseností a už 5000+ spokojných zákazníkov – v dnešnej dobe je to jasný dôkaz kvality a spoľahlivosti.","No individual owner/CEO/founder name mentioned on the website, only 'rodinná firma' and 'my'."
7c7185cc-c192-4eae-b5ee-b449cfa270b0,http://www.lv-servis.sk/,"LV SERVIS s.r.o.","LV Servis","","","Naozaj ma zaujalo, že ste poctivý pneuservis s tradíciou od roku 1999 a venujete sa detailom ako aplikácia medenej pasty – v dnešnej dobe je takáto dlhoročná skúsenosť a dôraz na kvalitu skutočne cenná.","Decision maker's name not found on the website content."
c78f9add-b5df-4e58-9a09-f33171f8eb90,http://aucar.sk/,"AuCar s.r.o. AUTOSERVIS, PNEUSERVIS, dodávky, úžitkové a osobné vozidlá.","AuCar","","","Naozaj ma zaujalo, že v AuCar vybavíte väčšinu opráv v priebehu jedného dňa, bez zbytočného čakania – v dnešnej dobe je takáto efektivita a orientácia na zákazníka naozaj cenná.","No specific decision maker's name (Owner, CEO, Founder) found on the provided website content."
3fb343d1-ba03-4f50-82f5-561ccaab70a1,https://www.pneudefekt.sk/,"Nonstop pneuservis Defekt-osobných a nákladných vozidiel","PneuDefekt","","","Naozaj ma zaujalo, že váš pneuservis je otvorený NON-STOP 24/7 a navyše prídete aj za zákazníkmi – v dnešnej dobe je takáto flexibilita a zákaznícky orientovaný prístup mimoriadne cenený.","No specific decision maker (owner, CEO, founder) name found on the website."
8e6c17f6-c7ea-47d7-b224-0e758ff879d8,https://mzcars.sk/,"MZ CARS - Auto-Pneuservis NON-STOP Bratislava","MZ CARS","","","Naozaj ma zaujalo, že MZ CARS poskytuje NON-STOP auto-pneuservis a asistenčné služby s výjazdmi po celom Slovensku aj v zahraničí – v dnešnej dobe je takáto komplexná dostupnosť a ochota pomôcť kedykoľvek naozaj výnimočná.","No individual decision maker name (owner, CEO, founder, doctor) found on the website content provided."
e42277bf-195e-4d54-b101-02738205a2af,https://nonstopservis9.webnode.sk/,"Autoservis","Autoservis Horecký","","","Naozaj ma zaujalo, že Autoservis Horecký kladie veľký dôraz na spokojnosť klientov a ponúka nadštandardné služby za štandardné ceny – v dnešnej dobe je takýto prístup k zákazníkom a férovosť naozaj cenná.","No specific decision maker (owner, CEO, founder) could be identified on the website."
6ff5d3cd-537f-4b03-90de-c61893fdaf52,http://moj-servis.sk/,"MôjServis-Kramare","MôjServis","","","Naozaj ma zaujalo, že sa riadite profesionálnym prístupom a zabezpečujete, aby práce vykonávali výhradne mechanici s dlhoročnými skúsenosťami – v dnešnej dobe je takýto záväzok ku kvalite naozaj cenný.","No explicit owner, CEO, or founder name found on the website content. The company is registered under 'Martian Logic s. r. o.', but no individual name is associated with its leadership."
a0829223-82b3-4db9-92e4-1fba2917e8bb,http://da-car.sk/,"Da-Car Pneuservice","Da-Car Pneuservis","","","Naozaj ma zaujalo, že Da-Car Pneuservis poskytuje služby odborníkmi na najmodernejších a pravidelne kalibrovaných strojoch s dôrazom na maximálnu bezpečnosť zákazníka – v dnešnej dobe je takáto profesionalita a zodpovednosť mimoriadne cenená.","No specific decision maker's name (owner, CEO, founder) was found on the provided website content."
934a4990-310e-4b85-9825-20618c305557,https://autoservis-nonstop.sk/,"SOS Autoservis","SOS Autoservis","","","Všimol som si, že vaša webstránka má momentálne technické problémy, no už len z názvu 'SOS Autoservis Nonstop' je jasné, že kladiete dôraz na rýchlu a nepretržitú pomoc, čo je v dnešnej dobe naozaj cenné.","Website is down (Fatal Error), so no decision maker or specific business facts could be extracted. Inferred company name and service focus from the domain and original name."
20de2860-b5d1-48bf-a319-ff9ebc1783f1,https://hall.sk/,"Autoservis HALL - predaj náhradných dielov, olejov, pneumatík","HALL","","","Naozaj ma zaujalo, že ponúkate odvoz a pick-up servis – v dnešnej dobe je takýto proklientsky prístup mimoriadne cenný.","No decision maker name (Owner, CEO, Founder) found on the website."
a2965620-c515-489f-93d5-fd52894a914e,https://www.finalcd.sk/kontakt/zilina/servis_vozidiel/,"Autoservis a pneuservis vozidiel Žilina","FinalCD Žilina","Eček Jaroslav"," pán Eček","Naozaj ma zaujalo, že vo FinalCD Žilina ponúkate všetky potrebné služby pre vozidlá pod jednou strechou, od servisu po lakovnícku dielňu – v dnešnej dobe je takáto komplexnosť a pohodlie pre zákazníka na nezaplatenie.","Jaroslav Eček je vedúci servisu a prijímací technik pre danú prevádzku, nie je však majiteľom ani CEO celej skupiny FINAL-CD. Je však najvyššie postavenou osobou uvedenou pre konkrétny autoservis v Žiline."
332d913b-e548-48cc-92fd-2425f56cfc2f,https://smotors.sk/kontakt/,"Kontaktujte nás – Smotors Nitra – Profesionálny autoservis","Smotors","","","Naozaj ma zaujalo, že v Smotors Nitra máte bohaté skúsenosti z oblasti motorsportu a úprav závodných áut – v dnešnej dobe je takáto špecializácia a know-how v bežnom autoservise skutočne výnimočná.","No specific decision maker (owner, CEO, founder) name found on the website."
c8b04026-96a2-434f-a42f-3887cc7a32f4,https://kosice-autoservis.sk/sk/kontakt,"Kontakt - Autoservis Košice - kompletný servis a pneuservis áut","Autoservis Košice","","","Naozaj ma zaujalo, že ponúkate sobotné otváracie hodiny na objednávku – v dnešnej dobe je takáto flexibilita pre zákazníkov naozaj cenná.","No decision maker name found on the contact page."
27c2daaa-f18e-4ffe-96c7-813b2a9c42f5,https://premio-autoleader.sk/,"Premio AutoLeader | pneuservis, autoservis, klimatizácie","Premio AutoLeader","","","Naozaj ma zaujalo, že v Premio AutoLeader kladiete taký veľký dôraz na komfort zákazníka, od online rezervácie termínu až po oddychovú zónu s WiFi a nápojmi – v dnešnej dobe je takýto ľudský a moderný prístup mimoriadne cenný.","Decision maker's name not found on the website."
b51cef87-0abd-452a-b561-37c1ca0046f4,https://motointegrator.com/sk/sk/autoservisy/kosice,"Najlepšie autoservisy z Košice Motointegrator","Motointegrator","","","","No website content was provided to extract a decision maker, business facts, or generate an icebreaker sentence. The company name 'Motointegrator' was inferred from the provided name and domain."
12762c52-3fc8-4acd-a9d1-d4fc10978805,https://www.eso-autoservis.sk/,"ESO Autoservis Košice, 3D geometria Hunter, pneuservis, diagnostika","ESO Autoservis","","","Naozaj ma zaujalo, že kladiete dôraz na zodpovedný prístup a kvalitnú prácu, čo vedie k množstvu spokojných zákazníkov – v dnešnej dobe je takýto záväzok k excelentnosti naozaj obdivuhodný.","No specific decision maker (owner, CEO, founder) name found on the website. The invoicing entity 'A T SERVIS, spol. s r.o.' is mentioned, but no individual."
c624073a-5861-485a-90a9-4fd5607ca8b2,https://hadvoservis.sk/,"Autoservis Bratislava ➡️ Komplexné služby už od roku 2007","Hadvoservis","","","Naozaj ma zaujalo, že v Hadvoservise kladiete dôraz na osobný a transparentný prístup k zákazníkom – v dnešnej dobe je takáto férovosť naozaj cenná.","Decision maker's name not found on the website content provided."
d757ce47-c532-4a6b-8ff3-8c6590e3e22f,https://arspneu.sk/pneuservis/ars-servis-trnava,"ARS servis Trnava","ARS servis Trnava","","","Naozaj ma zaujalo, že každý balík služieb zahŕňa aj umytie kolies, výmenu ventilov (okrem TPMS) a nové vyváženie kolies – v dnešnej dobe je takýto komplexný prístup a dôraz na detail naozaj cenný.","No individual decision maker (Owner, CEO, Founder) found on the provided website pages. The operator is A.R.S. spol. s.r.o."
997b7605-ee3e-47b2-943c-6d5f7048377a,https://auto-impex.sk/servis/trnava/,"Autoservis Trnava: Nissan, Iveco, Fiat, BYD","Auto-Impex","","","Naozaj ma zaujalo, že Auto-Impex pôsobí na slovenskom trhu už od roku 1991 ako rodinná spoločnosť s dôrazom na poctivosť a osobný prístup – v dnešnej dobe je takáto dlhodobá stabilita a zameranie na hodnoty naozaj vzácne.","No specific decision maker (owner, CEO, founder) name found on the provided pages. The company is described as a 'family company' but no individual names are mentioned."
5797ef92-0aa4-4820-9d49-a4000c3ad46a,https://www.realcar.sk/,"REAL CAR, s.r.o. Trnava | Bosch Car Service, Autoservis, Pneuservis","REAL CAR","","","Naozaj ma zaujalo, že aj napriek komplexnosti moderných áut si vaši klienti v REAL CAR môžu byť istí zachovaním záruky v záručnej dobe – v dnešnej dobe je to skutočne cenná istota a prejav profesionality.","Decision maker's full name, last name, and gender could not be identified from the provided website content. Only company details were available."
116d98d4-a854-4617-a135-0e4bcdff911d,https://auto-vojto.sk/,"AUTO VOJTO s.r.o. - Kompletný servis automobilov","Auto Vojto","","","Naozaj ma zaujalo, že prispôsobujete otváracie hodiny potrebám zákazníkov, obzvlášť počas sezóny prezúvania, aby nemuseli byť v strese – v dnešnej dobe je takáto flexibilita a zákaznícky orientovaný prístup naozaj výnimočný.","Decision maker's name (Owner, CEO, Founder) not found on the provided website content. The company name 'AUTO VOJTO' suggests a surname, but no individual is explicitly identified as the decision maker."
29dbd748-1c95-4904-a153-dbb4738142c9,https://www.servistomicars.sk/,"Autoservis, pneuservis - TomiCars s.r.o","TomiCars","","","Naozaj ma zaujalo, že príbeh TomiCars začal už v roku 2013 a od jedného zdviháka ste sa rozrástli na moderný servis s komplexnými službami – v dnešnej dobe je takáto vytrvalosť a progres naozaj inšpirujúca.","Decision maker's name (Konateľ) is not explicitly mentioned on the website."
c674722f-316e-49b9-893c-fb8db4badb35,https://rivaxpneuservis.sk/,"rivaxpneuservis","rivax","","","Naozaj ma zaujalo, že ponúkate NON-STOP autoservis a pneuservis, vrátane opravy auta na ceste – v dnešnej dobe je takáto nepretržitá pomoc v neočakávaných situáciách nesmierne cenná.","No specific decision maker (Owner, CEO, Doctor, Founder) could be identified from the provided website content. The compliment is therefore directed at the company's service rather than an individual."
48a2d47a-b749-4673-9f0b-11de43bc8002,https://www.carspot.sk/,"Car Spot s.r.o. Banská Bystrica | Bosch Car Service, Autoservis ...","Car Spot","","","Naozaj ma zaujalo, že ponúkate servis aj pre hybridné a elektrické vozidlá – v dnešnej dobe je takáto adaptácia na nové technológie veľmi pôsobivá a dôležitá.","Decision maker's name (Owner/CEO/Founder) was not found on the provided website pages."
61c02252-6b3f-404c-80a2-81e89b06ba88,https://www.msautoservis.sk/,"MS autoservis - Banská Bystrica","MS Autoservis","","","Naozaj ma zaujalo, že máte špeciálny prístup pre dámy a snažíte sa im odbúrať stres z autoservisu – v dnešnej dobe je takýto proklientský a empatický prístup naozaj cenný.","Decision maker's name not found on the website content provided."
f2503f70-9747-4aa5-b97f-f9a51d0f03cd,https://bbautoservis.sk/,"BB Autoservis - Autoservis Banská Bystrica","BB Autoservis","","","Naozaj ma zaujalo, že až 90% vozidiel opravíte v deň pristavenia do servisu – v dnešnej dobe je takáto efektivita a zameranie na zákazníka naozaj cenné.","No specific decision maker (Owner, CEO, Founder) name was found on the provided website content."
fe8d1134-26ab-4e03-920e-12d5f91378c3,https://motointegrator.com/sk/sk/autoservisy/zilina,"Najlepšie autoservisy z Žilina Motointegrator","Motointegrator","","","Naozaj ma zaujalo, že pomáhate zákazníkom nájsť tie najlepšie autoservisy v Žiline a zjednodušujete výber – v dnešnej dobe je transparentnosť a spoľahlivosť mimoriadne cenená.","No decision maker (Owner, CEO, Founder) could be identified from the provided website content, which was empty. The compliment is directed at the company, Motointegrator, and its service offering."
6ace9972-f85a-4c91-be85-03300ee557a1,https://autoservisstefanko.sk/,"Autoservis Štefanko Žilina – spoľahlivý servis vozidiel","Štefanko","","","Naozaj ma zaujalo, že Autoservis Štefanko pôsobí v Žiline už od roku 2001 – v dnešnej dobe je takáto dlhoročná skúsenosť a stabilita na trhu skutočne obdivuhodná.","No specific decision maker (owner, CEO, founder) name was found on the website content. The company name 'Štefanko' suggests a family name, but no individual is identified."
86d71bf4-90a5-48fb-9b20-e20065a0eb32,https://www.biga.sk/,"Biga.sk: Pneuservis, autoservis a STK Bratislava","Biga","","","Naozaj ma zaujalo, že v Biga Servis poskytujete kompletný full-service vrátane pneuservisu, autoservisu, STK, lakovne a klampiarskej dielne v jednom areáli – v dnešnej dobe je takáto komplexnosť a úspora času pre klientov mimoriadne cenná.","The website mentions 'Servis založili dvaja bratia', indicating founders, but no specific names of decision-makers (owners, CEO) are provided on the website."
801534ca-2fdc-432e-83c3-536ebd094867,http://www.autoservis-sabin.sk/,"Autoservis Sabin","Autoservis Sabin","","","Naozaj ma zaujalo, že ponúkate komplexné služby od počítačovej diagnostiky až po opravy motorov a pneuservis – v dnešnej dobe je takáto komplexná starostlivosť o vozidlo pod jednou strechou naozaj cenná.","No decision maker name found on the provided website content."
9ce21149-673f-4806-9e63-973e2cfa7f1e,https://www.pneuservis821.sk/,"Pneuservis821 | Autoservis, pneuservis, rýchloservis Bratislava - Ružinov","Pneuservis 821","Dário","","Naozaj ma zaujalo, že Pneuservis 821 má už vyše 15 rokov skúseností a kladie dôraz na ľudský a férový prístup – v dnešnej dobe je takáto kombinácia naozaj cenná.","Decision maker 'Dário' identified from a customer review stating 'U Dária mám auto servisované už niekoľko rokov', not explicitly stated by the company as owner/CEO. Last name not available."
fde58d9e-f9ec-4ddb-90e3-a506d55c2b4d,https://www.tvojautoservis.sk/,"Autoservis a pneuservis - Tvojautoservis.sk","Tvojautoservis","","","Naozaj ma zaujalo, že služby servisu automobilov poskytujete už od roku 1991 – v dnešnej dobe je to skutočne dôkaz dlhoročnej dôvery a spoľahlivosti.","No specific decision maker (owner, CEO, founder) name found on the provided content."
45c3fe22-82d1-4867-a4cf-ac7b73a8eaf6,http://www.kautoservis.sk/,"K Autoservis s.r.o. - Košice","K-Autoservis","","","Naozaj ma zaujalo, že v K-Autoservis ponúkate zabezpečenie vozidla VINPRINT – v dnešnej dobe je takáto proaktívna ochrana majetku vašich klientov naozaj cenná.","Decision maker's full name, last name, and gender could not be found on the provided website pages. No 'About Us' or 'Team' section was available."
